DEPTH,CALI,CPERM,CPOR,Density,Facies,GR,Neutron,PEF,Perm,PHIE,RESD,RESM,RESS,Sonic,SP,SW,VShale,Lithology
3362.5,8.52,,,2.57,3,123.17,0.13,3.36,0.01,0.05,26.95,35.82,10.48,73.06,518.87,0.72,0.52,0
3363,8.5,,,2.61,0,128.33,0.15,3.16,0,0.04,25.6,33.4,21.08,73.63,519.24,0.99,0.56,0
3363.5,8.52,,,2.62,0,130.58,0.14,2.62,0,0.03,25.81,32.77,21.63,73.27,519.71,0.99,0.58,0
3364,8.51,0.25,5,2.61,0,127.35,0.15,2.2,0,0.04,27.8,34.12,29.12,72,520,0.99,0.55,0
3364.5,8.54,,,2.6,3,117.11,0.14,2.35,0.01,0.05,31.48,37.32,27.7,70.35,519.91,0.65,0.47,0
3365,8.51,,,2.57,3,105.05,0.11,2.34,0.02,0.06,35.79,41.42,21.84,68.99,519.4,0.60,0.37,0
3365.5,8.52,,,2.58,3,98.21,0.09,2.38,0.01,0.05,38.15,43.96,22.3,68.47,519.24,0.67,0.31,0
3366,8.52,,,2.6,3,99.56,0.08,2.39,0,0.03,36.89,42.79,29.33,69.09,519.97,0.87,0.32,0
3366.5,8.53,,,2.6,3,108.45,0.09,2.71,0,0.03,33.04,38.57,29.73,70.78,520.71,0.97,0.4,0
3367,8.54,,,2.62,3,121.87,0.11,3.22,0,0.03,28.89,33.75,25.91,73.15,520.88,0.97,0.51,0
3367.5,8.54,,,2.64,0,136.24,0.13,3.03,0,0.02,25.62,29.87,26,75.8,520.77,0.99,0.62,0
3368,8.55,,,2.64,0,149.61,0.16,3.45,0,0.02,23.36,27.01,23.36,78.46,521.05,0.99,0.73,0
3368.5,8.59,,,2.67,0,161.65,0.19,3.46,0,0.02,21.84,24.98,23.69,80.81,521.96,0.99,0.83,0
3369,8.59,,,2.69,0,171.13,0.22,3.2,0,0.01,21.05,23.72,24.74,82.4,523.16,0.99,0.91,0
3369.5,8.59,,,2.66,0,174.66,0.21,3.07,0,0.02,21.02,23.27,8.58,82.74,524,0.99,0.94,0
3370,8.6,,,2.65,0,169.11,0.2,2.44,0,0.03,21.88,23.76,8.4,81.43,524.14,0.99,0.89,0
3370.5,8.53,,,2.62,0,155.81,0.2,2.9,0,0.04,23.6,25.15,22.27,78.6,523.7,0.99,0.79,0
3371,8.54,,,2.61,0,142.19,0.17,3.45,0,0.05,25.83,27.18,22.32,75.18,523.25,0.99,0.67,0
3371.5,8.56,,,2.6,0,133.67,0.14,3.87,0,0.04,27.88,29.02,25.13,72.34,523.74,0.99,0.6,0
3372,8.62,,,2.61,1,124.04,0.12,3.05,0,0.03,28.7,29.42,22.21,70.85,524.94,0.86,0.52,0
3372.5,8.6,,,2.55,2,105.07,0.1,2.36,0.01,0.07,28.25,28.4,16.43,70.77,525.55,0.63,0.37,0
3373,8.57,0.12,10,2.49,3,82.82,0.09,2.26,0.07,0.09,27.2,26.95,12.59,71.54,525.4,0.51,0.19,2
3373.5,8.5,,,2.47,3,69.36,0.07,2.13,0.1,0.1,26.19,25.72,12.32,72.42,525.45,0.50,0.08,1
3374,8.45,,,2.47,3,66.4,0.07,2.18,0.1,0.1,25.73,25.02,13.4,72.94,525.9,0.51,0.05,1
3374.5,8.39,0.12,11,2.47,4,67.83,0.07,2.18,0.19,0.1,26.3,25.12,13.64,72.98,526.49,0.51,0.06,1
3375,8.37,,,2.47,4,69.85,0.07,2.19,0.2,0.1,27.69,25.85,13.88,72.58,526.99,0.48,0.08,1
3375.5,8.33,0.21,10,2.47,4,72,0.07,2.19,0.18,0.1,29.85,27.17,15.82,71.82,527.36,0.47,0.1,2
3376,8.31,,,2.47,4,73.56,0.06,2.09,0.16,0.1,33.82,29.89,16.62,70.77,528.15,0.46,0.11,2
3376.5,8.38,0.08,10,2.46,4,71.27,0.05,2.05,0.17,0.1,39.63,34.23,18.6,69.53,528.85,0.42,0.09,1
3377,8.41,,,2.46,5,64.59,0.05,2.08,0.48,0.1,45.62,38.92,25.37,68.48,528.49,0.38,0.04,1
3377.5,8.39,0.19,13,2.48,5,60.75,0.05,2.1,0.36,0.1,48.93,41.97,24.2,68.03,527.68,0.40,0.01,1
3378,8.41,,,2.5,4,67.84,0.04,2.16,0.09,0.08,48.72,42.38,18.55,68.36,527.28,0.46,0.06,1
3378.5,8.54,,,2.52,3,83.32,0.05,2.01,0.01,0.06,45.92,40.56,22.38,69.29,527.07,0.60,0.19,2
3379,8.56,,,2.53,3,96.09,0.06,1.9,0.01,0.05,42.41,37.79,29.71,70.38,526.97,0.67,0.3,0
3379.5,8.55,,,2.52,3,98.87,0.07,1.81,0.01,0.05,39.19,34.99,22.04,71.28,527.12,0.63,0.32,0
3380,8.55,,,2.5,3,92.38,0.07,1.69,0.04,0.08,36.24,32.43,15.15,71.9,527.24,0.51,0.27,2
3380.5,8.57,0.17,11,2.49,3,83.13,0.07,2.04,0.06,0.09,33.75,30.26,12.48,72.29,527,0.49,0.19,2
3381,8.48,,,2.49,3,77.7,0.07,2.33,0.06,0.09,31.7,28.48,13.23,72.49,526.93,0.50,0.15,2
3381.5,8.42,,,2.49,4,76.63,0.06,2.07,0.11,0.09,30.2,27.13,13.81,72.5,527.5,0.53,0.14,2
3382,8.4,,,2.48,4,75.31,0.06,2.14,0.14,0.09,29.39,26.36,12.25,72.34,528.29,0.51,0.13,2
3382.5,8.48,0.35,12,2.47,3,73.37,0.07,2.22,0.09,0.1,29.14,26.13,12.72,72.1,528.44,0.48,0.11,2
3383,8.36,,,2.47,4,74.8,0.07,2.21,0.18,0.1,29.91,26.69,14.36,71.94,527.63,0.47,0.12,2
3383.5,8.28,,,2.45,4,79.19,0.07,2.12,0.19,0.1,31.86,28.32,15.85,71.96,526.58,0.44,0.16,2
3384,8.31,,,2.45,4,82.34,0.07,1.99,0.19,0.1,34.55,30.68,17.45,72.19,525.97,0.42,0.18,2
3384.5,8.36,,,2.44,4,81.27,0.08,1.87,0.25,0.11,36.7,32.63,14.69,72.49,525.63,0.38,0.17,2
3385,8.36,,,2.41,4,76.7,0.08,1.98,0.4,0.13,37.97,33.74,11.25,72.62,525.11,0.33,0.14,2
3385.5,8.49,0.06,12,2.39,3,72.38,0.08,2.24,0.25,0.14,38.83,34.55,11.88,72.4,524.87,0.31,0.1,2
3386,8.33,,,2.41,4,71.8,0.08,2.08,0.43,0.13,39.59,35.46,21.07,71.84,525.32,0.32,0.1,2
3386.5,8.29,0.2,13,2.43,4,75.11,0.08,1.91,0.3,0.12,39.86,36.3,28.1,71.09,526.07,0.35,0.12,2
3387,8.34,0.22,13,2.49,4,82.08,0.07,2.09,0.12,0.09,39.12,36.65,26.36,70.3,526.37,0.45,0.18,2
3387.5,8.55,,,2.53,3,92.15,0.06,2.38,0.01,0.05,37.64,36.24,27.64,69.62,526.57,0.67,0.26,2
3388,8.57,,,2.54,3,100.91,0.07,2.77,0.01,0.04,36.45,35.63,23.17,69.25,526.54,0.74,0.34,0
3388.5,8.56,,,2.55,3,103.66,0.07,2.55,0.01,0.04,35.88,35.38,23.22,69.36,525.7,0.77,0.36,0
3389,8.56,,,2.56,3,105.22,0.08,2.51,0.01,0.04,35.74,35.37,26.21,69.81,524.64,0.76,0.37,0
3389.5,8.55,,,2.58,3,113.18,0.08,2.39,0,0.03,35.95,35.59,29.48,70.1,524.31,0.83,0.44,0
3390,8.55,,,2.58,3,121.24,0.09,2.25,0,0.03,37.31,36.85,40.3,69.69,524.17,0.76,0.5,0
3390.5,8.57,,,2.53,3,115.26,0.09,2.09,0.01,0.05,40.49,40,43.64,68.61,523.81,0.56,0.45,0
3391,8.53,,,2.49,3,95.17,0.08,1.93,0.05,0.08,44.46,44.3,48.27,67.64,523.63,0.42,0.29,2
3391.5,8.51,0.96,10,2.49,3,78.56,0.07,1.9,0.06,0.09,45.79,46.51,51.39,67.6,523.4,0.42,0.15,2
3392,8.38,,,2.51,4,79.34,0.05,2.13,0.07,0.07,42.8,44.34,31.47,68.57,523.04,0.51,0.16,2
3392.5,8.45,,,2.55,3,93.6,0.06,2.59,0.01,0.04,38.44,40.11,27.31,69.81,522.93,0.76,0.28,2
3393,8.52,,,2.56,3,107.36,0.07,2.52,0,0.04,35.57,37.16,28.7,70.49,522.83,0.81,0.39,0
3393.5,8.55,,,2.54,3,111.41,0.09,2.77,0.01,0.05,34.62,36.14,38.26,70.45,522.72,0.69,0.42,0
3394,8.54,,,2.54,3,109.14,0.1,2.5,0.01,0.05,34.3,35.9,31.65,70.25,523.15,0.64,0.4,0
3394.5,8.48,,,2.51,3,107.7,0.07,1.87,0.01,0.05,33.62,35.52,26.28,70.45,524.33,0.66,0.39,0
3395,8.49,,,2.47,3,107.44,0.07,1.82,0.02,0.06,33.07,35.2,23.52,70.93,525.2,0.57,0.39,0
3395.5,8.53,,,2.45,3,103.76,0.07,1.99,0.04,0.08,33.7,35.98,26.67,71.23,524.54,0.50,0.36,0
3396,8.52,,,2.47,3,96.74,0.06,2.03,0.03,0.07,35.48,37.97,38.4,71.01,523.05,0.53,0.3,0
3396.5,8.5,,,2.47,3,91.11,0.06,2.06,0.04,0.08,37.33,39.99,33.71,70.25,522.52,0.51,0.26,2
3397,8.5,,,2.49,3,90.97,0.06,2.04,0.02,0.06,39.07,41.76,26.05,69.24,523.29,0.57,0.25,2
3397.5,8.48,,,2.52,3,94.27,0.06,1.96,0.01,0.05,42.44,44.27,29.33,68.34,523.89,0.65,0.28,2
3398,8.49,,,2.5,3,91.4,0.06,1.86,0.04,0.08,48.37,47.17,42.81,67.81,523.53,0.44,0.26,2
3398.5,8.49,,,2.41,5,76.57,0.05,1.86,0.68,0.12,55.14,49.09,11.98,67.91,522.62,0.30,0.14,2
3399,8.38,,,2.3,7,56.09,0.04,1.87,63,0.16,58.3,48.78,5.84,68.7,521.98,0.22,0,1
3399.5,8.25,286.91,17,2.27,8,40.7,0.03,1.87,274.14,0.17,54.81,45.66,4.76,69.72,522.07,0.22,0,1
3400,8.12,265.51,16,2.28,8,33.9,0.03,1.87,261.19,0.17,48.1,41.66,3.99,70.27,522.55,0.23,0,1
3400.5,8.11,,,2.3,8,32.41,0.05,1.89,257.14,0.17,45.11,40.88,4.16,70,522.61,0.24,0,1
3401,8.11,,,2.32,8,32.48,0.05,1.88,220.73,0.16,49.04,45.38,7.06,69.08,521.78,0.24,0,1
3401.5,8.12,,,2.34,8,33.3,0.05,1.9,187.89,0.15,58.51,53.92,9.47,68.02,520.71,0.23,0,1
3402,8.1,21.46,13,2.39,8,36.29,0.05,2.05,123.66,0.13,67.81,61.88,13.13,67.24,520.46,0.25,0,1
3402.5,8.12,43.63,14,2.42,8,41.24,0.04,2.43,82.7,0.12,70.09,63.67,17.19,66.75,520.93,0.27,0,1
3403,8.12,,,2.46,7,46.03,0.04,2.18,14.49,0.1,63.67,58.54,13.41,66.41,520.83,0.33,0,1
3403.5,8.16,132.98,13,2.44,5,49.72,0.04,2.18,0.58,0.11,54.42,51.47,13.73,66.26,520.39,0.33,0,1
3404,8.13,,,2.43,4,53.8,0.04,2.19,0.25,0.11,48.06,47.24,14.35,66.34,520.42,0.35,0,1
3404.5,8.14,6.71,14,2.44,4,62.77,0.04,2.19,0.21,0.11,45.48,46.96,30.77,66.62,520.48,0.37,0.02,1
3405,8.13,,,2.52,4,79.99,0.06,2.32,0.06,0.07,45.41,50.06,50.01,67.11,519.97,0.51,0.16,2
3405.5,8.14,,,2.59,4,100.02,0.06,2.25,0,0.03,45.43,53.93,44.4,67.84,519.7,0.84,0.33,0
3406,8.38,,,2.61,4,115.22,0.08,2.77,0,0.02,43.1,54.32,31.66,68.83,520.18,0.82,0.45,0
3406.5,8.38,,,2.56,4,125.82,0.11,2.36,0.01,0.04,37.35,48.59,33.51,70.1,520.88,0.64,0.54,0
3407,8.39,,,2.51,0,131.18,0.1,2.09,0,0.05,30.55,39.56,12.61,71.33,521.06,1.00,0.58,0
3407.5,8.44,,,2.45,0,126.99,0.12,2.53,0,0.09,26.1,32.63,9.57,72.05,520.59,0.49,0.55,0
3408,8.38,99.64,14,2.49,4,119.62,0.14,2.75,0.14,0.09,25.26,29.99,28.01,72.09,520.31,0.48,0.49,0
3408.5,8.21,,,2.54,4,119.01,0.11,2.16,0.02,0.05,27.42,30.64,41.63,71.56,520.83,0.70,0.48,0
3409,8.35,,,2.49,4,117.33,0.1,1.76,0.06,0.07,30.86,32.59,18.25,70.83,521.63,0.52,0.47,0
3409.5,8.38,,,2.44,4,102.39,0.1,1.93,0.24,0.11,33.4,34.18,11.82,70.34,521.89,0.38,0.35,0
3410,8.28,,,2.42,4,81.23,0.08,2.01,0.3,0.12,34.77,35.16,14.45,70.21,521.71,0.37,0.17,2
3410.5,8.19,0.24,10,2.46,4,69.05,0.06,1.62,0.19,0.1,36.54,36.8,19.4,70.18,521.31,0.42,0.07,1
3411,8.2,,,2.47,4,66.37,0.06,1.69,0.17,0.1,39.43,39.63,21.74,70,520.67,0.42,0.05,1
3411.5,8.26,0.16,9,2.45,4,64.09,0.05,1.79,0.22,0.11,42.08,42.1,24.98,69.6,520.15,0.38,0.03,1
3412,8.35,,,2.42,4,58.21,0.05,1.79,0.31,0.12,42.86,42.41,23.65,69.22,519.93,0.35,0,1
3412.5,8.32,,,2.41,4,51.58,0.05,1.81,0.35,0.12,41.93,40.66,20.8,69.21,519.84,0.34,0,1
3413,8.25,1.38,13,2.4,4,48.51,0.05,1.82,0.38,0.13,40.79,38.57,22.32,69.6,519.81,0.33,0,1
3413.5,8.23,,,2.42,4,50.6,0.05,1.83,0.33,0.12,40.52,37.48,24.61,70,519.77,0.35,0,1
3414,8.25,0.14,11,2.45,4,57.11,0.05,1.99,0.25,0.11,41.15,37.61,28.72,70,519.55,0.38,0,1
3414.5,8.28,,,2.45,4,66.87,0.05,2.13,0.22,0.11,42.29,38.58,36.67,69.54,519.44,0.38,0.06,1
3415,8.5,,,2.47,3,77.2,0.06,2.16,0.07,0.09,43.5,39.76,33.32,68.95,519.6,0.40,0.14,2
3415.5,8.51,,,2.49,3,84.31,0.05,2.18,0.05,0.08,43.93,40.17,35.15,68.64,519.51,0.44,0.2,2
3416,8.5,,,2.49,3,86.39,0.05,2.13,0.04,0.08,43.21,39.3,34.21,68.78,519.15,0.46,0.22,2
3416.5,8.51,,,2.49,3,84.44,0.05,2.14,0.05,0.08,41.49,37.4,30.78,69.21,518.7,0.46,0.2,2
3417,8.49,,,2.49,3,80.85,0.05,1.85,0.05,0.08,39.65,35.27,21.05,69.64,518.4,0.48,0.17,2
3417.5,8.41,0.15,10,2.49,4,77.87,0.06,1.94,0.1,0.08,38.28,33.52,21.58,69.9,518.18,0.48,0.15,2
3418,8.3,,,2.48,4,76.58,0.06,2.01,0.12,0.09,37.65,32.5,25.69,69.95,518.07,0.46,0.14,2
3418.5,8.29,0.2,9,2.48,4,75.88,0.06,2.06,0.14,0.09,38.11,32.38,23.18,69.87,518.13,0.44,0.13,2
3419,8.29,,,2.49,4,73.67,0.06,1.97,0.13,0.09,39.15,32.79,21.54,69.73,517.85,0.45,0.11,2
3419.5,8.26,,,2.48,4,69.25,0.06,1.99,0.16,0.1,40.54,33.4,20.8,69.53,517.03,0.42,0.08,1
3420,8.22,,,2.46,4,63.7,0.06,1.99,0.22,0.11,42.12,34.18,19.39,69.23,516.23,0.38,0.03,1
3420.5,8.22,0.91,10,2.45,5,58.86,0.05,1.96,0.57,0.11,43.59,34.98,19.65,68.78,515.55,0.37,0,1
3421,8.21,,,2.45,5,55.73,0.05,1.94,0.54,0.11,44.68,35.54,20.51,68.25,515.17,0.37,0,1
3421.5,8.22,0.99,9,2.45,5,54,0.05,1.93,0.56,0.11,45.72,36.01,18.24,67.78,515.34,0.37,0,1
3422,8.21,,,2.44,5,52.92,0.05,1.91,0.6,0.11,46.77,36.54,16.93,67.51,515.49,0.35,0,1
3422.5,8.2,1.41,9,2.45,5,52.46,0.05,1.9,0.55,0.11,47.76,37.17,21.38,67.47,515.22,0.36,0,1
3423,8.21,,,2.45,5,54.25,0.05,1.9,0.54,0.11,49.1,38.3,22.39,67.49,514.97,0.36,0,1
3423.5,8.21,,,2.45,6,58.48,0.05,1.9,1.88,0.11,50.57,40.02,21.63,67.47,515,0.35,0,1
3424,8.21,,,2.45,5,62.55,0.05,1.92,0.55,0.11,50.49,41.04,22.68,67.53,514.8,0.35,0.02,1
3424.5,8.22,,,2.44,5,63.84,0.06,1.93,0.63,0.11,47.19,39.72,21.44,67.94,514.13,0.34,0.03,1
3425,8.23,,,2.42,4,64.52,0.07,1.95,0.34,0.12,41.78,36.4,16.42,68.88,513.53,0.34,0.04,1
3425.5,8.22,0.56,15,2.41,4,69.18,0.07,2.01,0.36,0.12,37.12,33.17,14.15,70.19,513.42,0.35,0.08,1
3426,8.24,,,2.42,4,79.28,0.07,2.14,0.29,0.12,34.74,31.54,14.79,71.39,513.47,0.37,0.16,2
3426.5,8.26,0.13,12,2.43,4,94.59,0.08,2.41,0.23,0.11,34.94,32.09,19.85,72.14,513.33,0.38,0.28,2
3427,8.32,,,2.44,4,111.97,0.08,2.3,0.09,0.08,36.67,34.37,29.22,72.4,513.06,0.44,0.43,0
3427.5,8.37,0.02,10,2.43,0,122.65,0.07,2.27,0,0,38.12,36.7,26.49,72.28,513.07,0.97,0.51,0
3428,8.51,,,2.43,0,119.23,0.07,2.28,0,0,38.06,37.45,27.02,71.88,513.42,1.00,0.49,0
3428.5,8.52,0.1,13,2.44,3,109.33,0.07,2.29,0.03,0.08,36.92,36.65,31.23,71.19,513.05,0.47,0.4,0
3429,8.51,,,2.48,3,109.06,0.07,2.25,0.02,0.06,36.12,35.73,28.87,70.1,511.73,0.55,0.4,0
3429.5,8.49,,,2.5,3,120.67,0.07,2.19,0.01,0.05,37.47,36.61,32.41,68.74,510.64,0.59,0.5,0
3430,8.47,,,2.52,0,130.47,0.07,2.14,0,0.05,41.58,40.25,44.54,67.49,510.49,1.00,0.58,0
3430.5,8.49,,,2.53,3,124.68,0.08,2.12,0.01,0.05,46.77,44.98,54.21,66.76,510.88,0.49,0.53,0
3431,8.46,,,2.52,3,105.27,0.07,2.09,0.01,0.05,49.12,47.09,32.15,66.8,511.52,0.51,0.37,0
3431.5,8.45,0.21,12,2.49,3,85.87,0.06,2.07,0.04,0.08,46.17,44.31,21.76,67.5,511.79,0.44,0.21,2
3432,8.39,,,2.47,4,75.88,0.05,2.04,0.13,0.09,39.94,38.36,17.52,68.42,511.27,0.44,0.13,2
3432.5,8.34,0.22,11,2.46,4,71.83,0.06,2,0.18,0.1,34.41,33.04,16.41,69.18,510.53,0.44,0.1,2
3433,8.24,,,2.47,4,67.52,0.07,1.96,0.19,0.1,32.49,30.99,21.18,69.65,510.37,0.45,0.06,1
3433.5,8.19,0.29,9,2.47,4,63.79,0.06,1.91,0.21,0.1,33.58,32,24.3,69.9,510.46,0.44,0.03,1
3434,8.2,,,2.46,4,63.75,0.05,1.85,0.2,0.1,35.83,34.19,26.14,70.03,510.74,0.43,0.03,1
3434.5,8.2,,,2.47,4,65.95,0.06,1.77,0.19,0.1,37.26,35.56,22.11,70.04,510.87,0.43,0.05,1
3435,8.19,0.32,12,2.46,4,66.27,0.06,1.72,0.21,0.1,37.17,35.34,19.99,69.86,510.58,0.41,0.05,1
3435.5,8.2,,,2.45,4,64.12,0.06,1.66,0.25,0.11,36.49,34.38,18.18,69.49,510.28,0.40,0.03,1
3436,8.2,,,2.46,4,61.28,0.07,1.56,0.22,0.11,36.89,34.25,19.85,68.92,510.3,0.41,0.01,1
3436.5,8.19,1.38,11,2.45,4,58.34,0.06,1.66,0.23,0.11,39.37,35.98,26.33,68.2,509.95,0.40,0,1
3437,8.2,,,2.44,4,56.24,0.05,1.9,0.27,0.11,44.11,39.74,31.08,67.36,509.43,0.36,0,1
3437.5,8.18,,,2.44,4,57.01,0.05,1.88,0.24,0.11,49.3,44.3,36.11,66.48,509.39,0.35,0,1
3438,8.18,,,2.45,4,60.07,0.04,1.86,0.21,0.11,53.01,47.74,33.71,65.78,509.57,0.35,0,1
3438.5,8.2,,,2.46,4,63.25,0.05,1.8,0.2,0.1,54.11,48.79,30.22,65.51,509.01,0.35,0.03,1
3439,8.18,0.32,9,2.46,4,67.13,0.05,1.76,0.19,0.1,53.15,47.92,26.58,65.7,507.6,0.35,0.06,1
3439.5,8.2,0.09,9,2.47,4,76.22,0.06,2.37,0.15,0.09,52.25,47.01,30.86,66.11,506.31,0.37,0.13,2
3440,8.19,,,2.5,4,90.37,0.06,2.23,0.08,0.08,52.92,47.61,41.28,66.39,506.09,0.41,0.25,2
3440.5,8.25,,,2.5,4,100.72,0.06,2.11,0.03,0.06,54.72,49.84,48.92,66.36,506.75,0.46,0.33,0
3441,8.39,0.05,8,2.49,4,100.57,0.07,2.14,0.05,0.07,56.26,52.67,53.34,66.2,507.45,0.41,0.33,0
3441.5,8.26,,,2.47,4,93.53,0.05,2.23,0.06,0.07,55.73,54.35,43.91,66.19,507.67,0.42,0.27,2
3442,8.38,,,2.48,4,86.81,0.05,2.43,0.09,0.08,52.38,53.35,34.47,66.33,507.81,0.40,0.22,2
3442.5,8.37,,,2.48,4,82.47,0.06,1.99,0.1,0.08,45.96,48.25,30.7,66.42,507.69,0.43,0.18,2
3443,8.42,,,2.43,4,76.92,0.06,1.76,0.23,0.11,37.69,39.93,17.66,66.23,507.12,0.39,0.14,2
3443.5,8.4,0.04,8,2.38,4,66.15,0.05,1.81,0.46,0.13,30.75,32.17,10.22,65.72,506.7,0.36,0.05,1
3444,8.27,0.08,10,2.38,4,53.04,0.04,1.75,0.44,0.13,27.69,28.21,15.37,65.16,507.05,0.39,0,1
3444.5,8.16,,,2.4,4,44.77,0.03,1.62,0.3,0.12,29.03,28.91,25.34,64.9,507.38,0.42,0,1
3445,8.16,,,2.42,4,43.56,0.02,1.63,0.23,0.11,34.22,33.78,32.2,65.01,507.2,0.43,0,1
3445.5,8.18,,,2.47,4,48.67,0.02,2.28,0.12,0.09,41.52,41.23,42.38,65.3,506.63,0.47,0,1
3446,8.19,,,2.52,4,58.22,0.03,2.21,0.06,0.07,48.43,48.64,41.46,65.42,506.06,0.54,0,1
3446.5,8.25,,,2.52,4,64.97,0.03,1.86,0.05,0.07,52.19,52.74,66.28,65.16,505.67,0.53,0.04,1
3447,8.43,,,2.5,3,62.96,0.04,1.9,0.05,0.09,52.1,52.42,40.17,64.74,505.6,0.43,0.02,1
3447.5,8.32,,,2.49,4,58.96,0.05,1.93,0.12,0.09,50,49.72,27.91,64.63,505.58,0.43,0,1
3448,8.28,,,2.49,4,62.59,0.04,1.93,0.11,0.09,47.47,46.71,31.33,65.11,505.35,0.44,0.02,1
3448.5,8.29,,,2.48,4,70.52,0.04,1.92,0.11,0.09,44.62,43.5,38.07,65.91,505.03,0.45,0.09,1
3449,8.35,,,2.48,4,74.56,0.04,1.94,0.11,0.09,41.71,40.4,33.88,66.54,504.93,0.46,0.12,2
3449.5,8.24,,,2.48,4,74.29,0.04,1.92,0.11,0.08,38.63,37.47,28.24,66.73,505.16,0.48,0.12,2
3450,8.27,,,2.48,4,72.52,0.04,1.92,0.11,0.09,35.38,34.49,20.05,66.64,505.31,0.50,0.1,2
3450.5,8.31,,,2.48,4,69.62,0.04,1.82,0.12,0.09,32.39,31.7,15.55,66.72,505.16,0.52,0.08,1
3451,8.26,,,2.46,4,68.71,0.05,2.27,0.16,0.1,29.82,29.35,20.44,67.09,505.31,0.49,0.07,1
3451.5,8.28,,,2.47,4,73.59,0.05,2.16,0.15,0.09,27.23,27.09,18.18,67.52,505.96,0.52,0.11,2
3452,8.26,,,2.47,4,79.2,0.05,2.1,0.09,0.08,23.96,24.32,10.89,67.66,506.08,0.64,0.16,2
3452.5,8.3,,,2.47,4,77.69,0.06,2.12,0.16,0.1,19.7,20.46,13.34,67.3,505.78,0.60,0.15,2
3453,8.19,,,2.46,4,70.46,0.06,2.16,0.21,0.1,14.66,15.5,9.49,66.59,506.19,0.65,0.09,1
3453.5,8.19,,,2.45,4,63.2,0.06,2.11,0.27,0.11,10.34,10.93,4.88,65.88,506.94,0.73,0.03,1
3454,8.2,,,2.44,4,57.54,0.07,1.74,0.3,0.12,7.88,8.21,4.17,65.58,507.09,0.82,0,1
3454.5,8.18,,,2.45,4,54.37,0.07,1.55,0.27,0.11,7.02,7.22,5.18,65.8,507.21,0.89,0,1
3455,8.15,,,2.45,4,53.89,0.07,1.59,0.25,0.11,6.99,7.16,7.09,66.31,507.59,0.92,0,1
3455.5,8.17,,,2.44,4,54.05,0.07,1.65,0.27,0.11,7.09,7.32,5.49,66.7,507.25,0.89,0,1
3456,8.15,,,2.43,4,53.93,0.07,1.62,0.29,0.12,6.87,7.15,4.91,66.65,506.43,0.89,0,1
3456.5,8.15,,,2.44,4,54.48,0.08,1.61,0.29,0.12,6.37,6.61,4.82,66.21,506.51,0.92,0,1
3457,8.16,,,2.45,4,55,0.08,1.64,0.28,0.11,6.06,6.16,5.24,65.71,507.51,0.95,0,1
3457.5,8.17,,,2.47,4,54.06,0.09,1.65,0.27,0.11,6.26,6.22,7.47,65.48,508.18,0.99,0,1
3458,8.15,,,2.47,4,52.78,0.08,1.67,0.25,0.11,7.02,6.84,7.1,65.6,508.01,0.99,0,1
3458.5,8.18,,,2.47,4,52.72,0.08,1.65,0.25,0.11,8.04,7.76,6.69,65.85,507.83,0.99,0,1
3459,8.19,,,2.46,4,53.71,0.08,1.74,0.24,0.11,9.01,8.63,7.68,65.99,507.79,0.99,0,1
3459.5,8.17,,,2.46,4,55.03,0.07,1.79,0.24,0.11,9.75,9.24,8.15,66.06,507.45,0.99,0,1
3460,8.19,,,2.45,4,56.64,0.08,1.91,0.27,0.11,10.39,9.72,8.37,66.27,507.1,0.99,0,1
3460.5,8.19,,,2.46,4,58.73,0.08,1.98,0.26,0.11,11.19,10.33,9.7,66.75,507.04,0.99,0,1
3461,8.19,,,2.48,4,62.7,0.08,2.03,0.21,0.11,12.19,11.2,13.38,67.3,507.06,0.99,0.02,1
3461.5,8.2,,,2.5,4,70.84,0.08,2.02,0.13,0.09,12.99,12.03,13.97,67.55,507.28,0.99,0.09,1
3462,8.29,,,2.5,4,80.43,0.08,2.07,0.09,0.08,12.58,11.79,14.22,67.29,507.38,0.99,0.17,2
3462.5,8.36,,,2.49,4,82.81,0.08,1.7,0.1,0.08,10.58,10.03,5.94,66.68,506.75,0.99,0.19,2
3463,8.37,,,2.47,4,74.97,0.08,1.78,0.17,0.1,8.22,7.8,4.27,66.06,505.74,0.99,0.12,2
3463.5,8.24,,,2.46,4,65.23,0.08,1.85,0.24,0.11,6.6,6.22,6.46,65.6,504.92,0.99,0.04,1
3464,8.17,,,2.46,4,61.04,0.08,1.86,0.25,0.11,5.93,5.51,5.58,65.27,504.71,0.99,0.01,1
3464.5,8.18,,,2.46,4,61.75,0.08,1.9,0.26,0.11,6.01,5.55,5.38,64.94,504.87,0.99,0.01,1
3465,8.16,,,2.46,4,63.83,0.08,1.86,0.24,0.11,6.51,6.04,8.55,64.5,504.51,0.99,0.03,1
3465.5,8.15,,,2.47,4,65.06,0.08,1.86,0.21,0.11,7.05,6.6,7.97,64,503.78,0.99,0.04,1
3466,8.17,,,2.48,4,62.57,0.08,1.78,0.19,0.1,7.39,7,6.94,63.5,503.59,0.99,0.02,1
3466.5,8.18,,,2.48,4,56.69,0.07,1.78,0.2,0.1,7.31,6.98,7.54,63.06,503.88,0.99,0,1
3467,8.16,,,2.47,4,51.37,0.07,1.78,0.21,0.1,6.8,6.51,5.43,62.78,503.81,0.99,0,1
3467.5,8.16,,,2.46,4,48.08,0.07,1.77,0.21,0.11,6.26,5.93,4.22,62.77,502.98,0.99,0,1
